Word;Lexeme;Person;Number;Tense;Voice;Mood;Extension;Gloss;WordOld;Aspect;Tense2;WordSyl;WordSyl2 
uzagirwa;kugira;two;sg;future;passive;indicative;neutral;to have;uzagirwa;perfective;future;.u.za.gi.rwa.;u.za.gi.rwa
uzagirishwa;kugira;two;sg;future;passive;indicative;causative;to have;uzagirishwa;perfective;future;.u.za.gi.ri.shwa.;u.za.gi.ri.shwa
uzagirirwa;kugira;two;sg;future;passive;indicative;applicative;to have;uzagirirwa;perfective;future;.u.za.gi.ri.rwa.;u.za.gi.ri.rwa
uzagiranwa;kugira;two;sg;future;passive;indicative;comitative;to have;uzagiranwa;perfective;future;.u.za.gi.ra.nwa.;u.za.gi.ra.nwa
uzagiragurwa;kugira;two;sg;future;passive;indicative;frequentative;to have;uzagiragurwa;perfective;future;.u.za.gi.ra.gu.rwa.;u.za.gi.ra.gu.rwa
uzagirururwa;kugira;two;sg;future;passive;indicative;iterative;to have;uzagirururwa;perfective;future;.u.za.gi.ru.ru.rwa.;u.za.gi.ru.ru.rwa
uzagirurwa;kugira;two;sg;future;passive;indicative;reversive;to have;uzagirurwa;perfective;future;.u.za.gi.ru.rwa.;u.za.gi.ru.rwa
azagirwa;kugira;three;sg;future;passive;indicative;neutral;to have;azagirwa;perfective;future;.a.za.gi.rwa.;a.za.gi.rwa
azagirishwa;kugira;three;sg;future;passive;indicative;causative;to have;azagirishwa;perfective;future;.a.za.gi.ri.shwa.;a.za.gi.ri.shwa
azagirirwa;kugira;three;sg;future;passive;indicative;applicative;to have;azagirirwa;perfective;future;.a.za.gi.ri.rwa.;a.za.gi.ri.rwa
azagiranwa;kugira;three;sg;future;passive;indicative;comitative;to have;azagiranwa;perfective;future;.a.za.gi.ra.nwa.;a.za.gi.ra.nwa
azagiragurwa;kugira;three;sg;future;passive;indicative;frequentative;to have;azagiragurwa;perfective;future;.a.za.gi.ra.gu.rwa.;a.za.gi.ra.gu.rwa
azagirururwa;kugira;three;sg;future;passive;indicative;iterative;to have;azagirururwa;perfective;future;.a.za.gi.ru.ru.rwa.;a.za.gi.ru.ru.rwa
azagirurwa;kugira;three;sg;future;passive;indicative;reversive;to have;azagirurwa;perfective;future;.a.za.gi.ru.rwa.;a.za.gi.ru.rwa
tuzagirwa;kugira;one;pl;future;passive;indicative;neutral;to have;tuzagirwa;perfective;future;.tu.za.gi.rwa.;tu.za.gi.rwa
tuzagirishwa;kugira;one;pl;future;passive;indicative;causative;to have;tuzagirishwa;perfective;future;.tu.za.gi.ri.shwa.;tu.za.gi.ri.shwa
tuzagirirwa;kugira;one;pl;future;passive;indicative;applicative;to have;tuzagirirwa;perfective;future;.tu.za.gi.ri.rwa.;tu.za.gi.ri.rwa
tuzagiranwa;kugira;one;pl;future;passive;indicative;comitative;to have;tuzagiranwa;perfective;future;.tu.za.gi.ra.nwa.;tu.za.gi.ra.nwa
tuzagiragurwa;kugira;one;pl;future;passive;indicative;frequentative;to have;tuzagiragurwa;perfective;future;.tu.za.gi.ra.gu.rwa.;tu.za.gi.ra.gu.rwa
tuzagirururwa;kugira;one;pl;future;passive;indicative;iterative;to have;tuzagirururwa;perfective;future;.tu.za.gi.ru.ru.rwa.;tu.za.gi.ru.ru.rwa
tuzagirurwa;kugira;one;pl;future;passive;indicative;reversive;to have;tuzagirurwa;perfective;future;.tu.za.gi.ru.rwa.;tu.za.gi.ru.rwa
muzagirwa;kugira;two;pl;future;passive;indicative;neutral;to have;muzagirwa;perfective;future;.mu.za.gi.rwa.;mu.za.gi.rwa
muzagirishwa;kugira;two;pl;future;passive;indicative;causative;to have;muzagirishwa;perfective;future;.mu.za.gi.ri.shwa.;mu.za.gi.ri.shwa
muzagirirwa;kugira;two;pl;future;passive;indicative;applicative;to have;muzagirirwa;perfective;future;.mu.za.gi.ri.rwa.;mu.za.gi.ri.rwa
muzagiranwa;kugira;two;pl;future;passive;indicative;comitative;to have;muzagiranwa;perfective;future;.mu.za.gi.ra.nwa.;mu.za.gi.ra.nwa
muzagiragurwa;kugira;two;pl;future;passive;indicative;frequentative;to have;muzagiragurwa;perfective;future;.mu.za.gi.ra.gu.rwa.;mu.za.gi.ra.gu.rwa
muzagirururwa;kugira;two;pl;future;passive;indicative;iterative;to have;muzagirururwa;perfective;future;.mu.za.gi.ru.ru.rwa.;mu.za.gi.ru.ru.rwa
muzagirurwa;kugira;two;pl;future;passive;indicative;reversive;to have;muzagirurwa;perfective;future;.mu.za.gi.ru.rwa.;mu.za.gi.ru.rwa
bazagirwa;kugira;three;pl;future;passive;indicative;neutral;to have;bazagirwa;perfective;future;.ba.za.gi.rwa.;ba.za.gi.rwa
bazagirishwa;kugira;three;pl;future;passive;indicative;causative;to have;bazagirishwa;perfective;future;.ba.za.gi.ri.shwa.;ba.za.gi.ri.shwa
bazagirirwa;kugira;three;pl;future;passive;indicative;applicative;to have;bazagirirwa;perfective;future;.ba.za.gi.ri.rwa.;ba.za.gi.ri.rwa
bazagiranwa;kugira;three;pl;future;passive;indicative;comitative;to have;bazagiranwa;perfective;future;.ba.za.gi.ra.nwa.;ba.za.gi.ra.nwa
bazagiragurwa;kugira;three;pl;future;passive;indicative;frequentative;to have;bazagiragurwa;perfective;future;.ba.za.gi.ra.gu.rwa.;ba.za.gi.ra.gu.rwa
bazagirururwa;kugira;three;pl;future;passive;indicative;iterative;to have;bazagirururwa;perfective;future;.ba.za.gi.ru.ru.rwa.;ba.za.gi.ru.ru.rwa
bazagirurwa;kugira;three;pl;future;passive;indicative;reversive;to have;bazagirurwa;perfective;future;.ba.za.gi.ru.rwa.;ba.za.gi.ru.rwa
ndagura;kugura;one;sg;present cont;active;indicative;neutral;to buy;ndagura;imperfective;present;.nda.gu.ra.;nda.gu.ra
ndagurisha;kugura;one;sg;present cont;active;indicative;causative;to buy;ndagurisha;imperfective;present;.nda.gu.ri.sha.;nda.gu.ri.sha
ndagurira;kugura;one;sg;present cont;active;indicative;applicative;to buy;ndagurira;imperfective;present;.nda.gu.ri.ra.;nda.gu.ri.ra
ndagurana;kugura;one;sg;present cont;active;indicative;comitative;to buy;ndagurana;imperfective;present;.nda.gu.ra.na.;nda.gu.ra.na
ndaguragura;kugura;one;sg;present cont;active;indicative;frequentative;to buy;ndaguragura;imperfective;present;.nda.gu.ra.gu.ra.;nda.gu.ra.gu.ra
ndagururura;kugura;one;sg;present cont;active;indicative;iterative;to buy;ndagururura;imperfective;present;.nda.gu.ru.ru.ra.;nda.gu.ru.ru.ra
ndagurura;kugura;one;sg;present cont;active;indicative;reversive;to buy;ndagurura;imperfective;present;.nda.gu.ru.ra.;nda.gu.ru.ra
uragura;kugura;two;sg;present cont;active;indicative;neutral;to buy;uragura;imperfective;present;.u.ra.gu.ra.;u.ra.gu.ra
uragurisha;kugura;two;sg;present cont;active;indicative;causative;to buy;uragurisha;imperfective;present;.u.ra.gu.ri.sha.;u.ra.gu.ri.sha
uragurira;kugura;two;sg;present cont;active;indicative;applicative;to buy;uragurira;imperfective;present;.u.ra.gu.ri.ra.;u.ra.gu.ri.ra
uragurana;kugura;two;sg;present cont;active;indicative;comitative;to buy;uragurana;imperfective;present;.u.ra.gu.ra.na.;u.ra.gu.ra.na
uraguragura;kugura;two;sg;present cont;active;indicative;frequentative;to buy;uraguragura;imperfective;present;.u.ra.gu.ra.gu.ra.;u.ra.gu.ra.gu.ra
uragururura;kugura;two;sg;present cont;active;indicative;iterative;to buy;uragururura;imperfective;present;.u.ra.gu.ru.ru.ra.;u.ra.gu.ru.ru.ra
uragurura;kugura;two;sg;present cont;active;indicative;reversive;to buy;uragurura;imperfective;present;.u.ra.gu.ru.ra.;u.ra.gu.ru.ra
aragura;kugura;three;sg;present cont;active;indicative;neutral;to buy;aragura;imperfective;present;.a.ra.gu.ra.;a.ra.gu.ra
aragurisha;kugura;three;sg;present cont;active;indicative;causative;to buy;aragurisha;imperfective;present;.a.ra.gu.ri.sha.;a.ra.gu.ri.sha
aragurira;kugura;three;sg;present cont;active;indicative;applicative;to buy;aragurira;imperfective;present;.a.ra.gu.ri.ra.;a.ra.gu.ri.ra
aragurana;kugura;three;sg;present cont;active;indicative;comitative;to buy;aragurana;imperfective;present;.a.ra.gu.ra.na.;a.ra.gu.ra.na
araguragura;kugura;three;sg;present cont;active;indicative;frequentative;to buy;araguragura;imperfective;present;.a.ra.gu.ra.gu.ra.;a.ra.gu.ra.gu.ra
aragururura;kugura;three;sg;present cont;active;indicative;iterative;to buy;aragururura;imperfective;present;.a.ra.gu.ru.ru.ra.;a.ra.gu.ru.ru.ra
aragurura;kugura;three;sg;present cont;active;indicative;reversive;to buy;aragurura;imperfective;present;.a.ra.gu.ru.ra.;a.ra.gu.ru.ra
turagura;kugura;one;pl;present cont;active;indicative;neutral;to buy;turagura;imperfective;present;.tu.ra.gu.ra.;tu.ra.gu.ra
turagurisha;kugura;one;pl;present cont;active;indicative;causative;to buy;turagurisha;imperfective;present;.tu.ra.gu.ri.sha.;tu.ra.gu.ri.sha
turagurira;kugura;one;pl;present cont;active;indicative;applicative;to buy;turagurira;imperfective;present;.tu.ra.gu.ri.ra.;tu.ra.gu.ri.ra
turagurana;kugura;one;pl;present cont;active;indicative;comitative;to buy;turagurana;imperfective;present;.tu.ra.gu.ra.na.;tu.ra.gu.ra.na
turaguragura;kugura;one;pl;present cont;active;indicative;frequentative;to buy;turaguragura;imperfective;present;.tu.ra.gu.ra.gu.ra.;tu.ra.gu.ra.gu.ra
turagururura;kugura;one;pl;present cont;active;indicative;iterative;to buy;turagururura;imperfective;present;.tu.ra.gu.ru.ru.ra.;tu.ra.gu.ru.ru.ra
turagurura;kugura;one;pl;present cont;active;indicative;reversive;to buy;turagurura;imperfective;present;.tu.ra.gu.ru.ra.;tu.ra.gu.ru.ra
muragura;kugura;two;pl;present cont;active;indicative;neutral;to buy;muragura;imperfective;present;.mu.ra.gu.ra.;mu.ra.gu.ra
muragurisha;kugura;two;pl;present cont;active;indicative;causative;to buy;muragurisha;imperfective;present;.mu.ra.gu.ri.sha.;mu.ra.gu.ri.sha
muragurira;kugura;two;pl;present cont;active;indicative;applicative;to buy;muragurira;imperfective;present;.mu.ra.gu.ri.ra.;mu.ra.gu.ri.ra
muragurana;kugura;two;pl;present cont;active;indicative;comitative;to buy;muragurana;imperfective;present;.mu.ra.gu.ra.na.;mu.ra.gu.ra.na
muraguragura;kugura;two;pl;present cont;active;indicative;frequentative;to buy;muraguragura;imperfective;present;.mu.ra.gu.ra.gu.ra.;mu.ra.gu.ra.gu.ra
muragururura;kugura;two;pl;present cont;active;indicative;iterative;to buy;muragururura;imperfective;present;.mu.ra.gu.ru.ru.ra.;mu.ra.gu.ru.ru.ra
muragurura;kugura;two;pl;present cont;active;indicative;reversive;to buy;muragurura;imperfective;present;.mu.ra.gu.ru.ra.;mu.ra.gu.ru.ra
baragura;kugura;three;pl;present cont;active;indicative;neutral;to buy;baragura;imperfective;present;.ba.ra.gu.ra.;ba.ra.gu.ra
baragurisha;kugura;three;pl;present cont;active;indicative;causative;to buy;baragurisha;imperfective;present;.ba.ra.gu.ri.sha.;ba.ra.gu.ri.sha
baragurira;kugura;three;pl;present cont;active;indicative;applicative;to buy;baragurira;imperfective;present;.ba.ra.gu.ri.ra.;ba.ra.gu.ri.ra
baragurana;kugura;three;pl;present cont;active;indicative;comitative;to buy;baragurana;imperfective;present;.ba.ra.gu.ra.na.;ba.ra.gu.ra.na
baraguragura;kugura;three;pl;present cont;active;indicative;frequentative;to buy;baraguragura;imperfective;present;.ba.ra.gu.ra.gu.ra.;ba.ra.gu.ra.gu.ra
baragururura;kugura;three;pl;present cont;active;indicative;iterative;to buy;baragururura;imperfective;present;.ba.ra.gu.ru.ru.ra.;ba.ra.gu.ru.ru.ra
baragurura;kugura;three;pl;present cont;active;indicative;reversive;to buy;baragurura;imperfective;present;.ba.ra.gu.ru.ra.;ba.ra.gu.ru.ra
ndagurwa;kugura;one;sg;present cont;passive;indicative;neutral;to buy;ndagurwa;imperfective;present;.nda.gu.rwa.;nda.gu.rwa
ndagurishwa;kugura;one;sg;present cont;passive;indicative;causative;to buy;ndagurishwa;imperfective;present;.nda.gu.ri.shwa.;nda.gu.ri.shwa
ndagurirwa;kugura;one;sg;present cont;passive;indicative;applicative;to buy;ndagurirwa;imperfective;present;.nda.gu.ri.rwa.;nda.gu.ri.rwa
ndaguranwa;kugura;one;sg;present cont;passive;indicative;comitative;to buy;ndaguranwa;imperfective;present;.nda.gu.ra.nwa.;nda.gu.ra.nwa
ndaguragurwa;kugura;one;sg;present cont;passive;indicative;frequentative;to buy;ndaguragurwa;imperfective;present;.nda.gu.ra.gu.rwa.;nda.gu.ra.gu.rwa
ndagurururwa;kugura;one;sg;present cont;passive;indicative;iterative;to buy;ndagurururwa;imperfective;present;.nda.gu.ru.ru.rwa.;nda.gu.ru.ru.rwa
ndagururwa;kugura;one;sg;present cont;passive;indicative;reversive;to buy;ndagururwa;imperfective;present;.nda.gu.ru.rwa.;nda.gu.ru.rwa
uragurwa;kugura;two;sg;present cont;passive;indicative;neutral;to buy;uragurwa;imperfective;present;.u.ra.gu.rwa.;u.ra.gu.rwa
uragurishwa;kugura;two;sg;present cont;passive;indicative;causative;to buy;uragurishwa;imperfective;present;.u.ra.gu.ri.shwa.;u.ra.gu.ri.shwa
uragurirwa;kugura;two;sg;present cont;passive;indicative;applicative;to buy;uragurirwa;imperfective;present;.u.ra.gu.ri.rwa.;u.ra.gu.ri.rwa
uraguranwa;kugura;two;sg;present cont;passive;indicative;comitative;to buy;uraguranwa;imperfective;present;.u.ra.gu.ra.nwa.;u.ra.gu.ra.nwa
uraguragurwa;kugura;two;sg;present cont;passive;indicative;frequentative;to buy;uraguragurwa;imperfective;present;.u.ra.gu.ra.gu.rwa.;u.ra.gu.ra.gu.rwa
uragurururwa;kugura;two;sg;present cont;passive;indicative;iterative;to buy;uragurururwa;imperfective;present;.u.ra.gu.ru.ru.rwa.;u.ra.gu.ru.ru.rwa
uragururwa;kugura;two;sg;present cont;passive;indicative;reversive;to buy;uragururwa;imperfective;present;.u.ra.gu.ru.rwa.;u.ra.gu.ru.rwa
aragurwa;kugura;three;sg;present cont;passive;indicative;neutral;to buy;aragurwa;imperfective;present;.a.ra.gu.rwa.;a.ra.gu.rwa
aragurishwa;kugura;three;sg;present cont;passive;indicative;causative;to buy;aragurishwa;imperfective;present;.a.ra.gu.ri.shwa.;a.ra.gu.ri.shwa
aragurirwa;kugura;three;sg;present cont;passive;indicative;applicative;to buy;aragurirwa;imperfective;present;.a.ra.gu.ri.rwa.;a.ra.gu.ri.rwa
araguranwa;kugura;three;sg;present cont;passive;indicative;comitative;to buy;araguranwa;imperfective;present;.a.ra.gu.ra.nwa.;a.ra.gu.ra.nwa
araguragurwa;kugura;three;sg;present cont;passive;indicative;frequentative;to buy;araguragurwa;imperfective;present;.a.ra.gu.ra.gu.rwa.;a.ra.gu.ra.gu.rwa
aragurururwa;kugura;three;sg;present cont;passive;indicative;iterative;to buy;aragurururwa;imperfective;present;.a.ra.gu.ru.ru.rwa.;a.ra.gu.ru.ru.rwa
aragururwa;kugura;three;sg;present cont;passive;indicative;reversive;to buy;aragururwa;imperfective;present;.a.ra.gu.ru.rwa.;a.ra.gu.ru.rwa
turagurwa;kugura;one;pl;present cont;passive;indicative;neutral;to buy;turagurwa;imperfective;present;.tu.ra.gu.rwa.;tu.ra.gu.rwa
turagurishwa;kugura;one;pl;present cont;passive;indicative;causative;to buy;turagurishwa;imperfective;present;.tu.ra.gu.ri.shwa.;tu.ra.gu.ri.shwa
turagurirwa;kugura;one;pl;present cont;passive;indicative;applicative;to buy;turagurirwa;imperfective;present;.tu.ra.gu.ri.rwa.;tu.ra.gu.ri.rwa
turaguranwa;kugura;one;pl;present cont;passive;indicative;comitative;to buy;turaguranwa;imperfective;present;.tu.ra.gu.ra.nwa.;tu.ra.gu.ra.nwa
turaguragurwa;kugura;one;pl;present cont;passive;indicative;frequentative;to buy;turaguragurwa;imperfective;present;.tu.ra.gu.ra.gu.rwa.;tu.ra.gu.ra.gu.rwa
turagurururwa;kugura;one;pl;present cont;passive;indicative;iterative;to buy;turagurururwa;imperfective;present;.tu.ra.gu.ru.ru.rwa.;tu.ra.gu.ru.ru.rwa
turagururwa;kugura;one;pl;present cont;passive;indicative;reversive;to buy;turagururwa;imperfective;present;.tu.ra.gu.ru.rwa.;tu.ra.gu.ru.rwa
muragurwa;kugura;two;pl;present cont;passive;indicative;neutral;to buy;muragurwa;imperfective;present;.mu.ra.gu.rwa.;mu.ra.gu.rwa
muragurishwa;kugura;two;pl;present cont;passive;indicative;causative;to buy;muragurishwa;imperfective;present;.mu.ra.gu.ri.shwa.;mu.ra.gu.ri.shwa
muragurirwa;kugura;two;pl;present cont;passive;indicative;applicative;to buy;muragurirwa;imperfective;present;.mu.ra.gu.ri.rwa.;mu.ra.gu.ri.rwa
muraguranwa;kugura;two;pl;present cont;passive;indicative;comitative;to buy;muraguranwa;imperfective;present;.mu.ra.gu.ra.nwa.;mu.ra.gu.ra.nwa
muraguragurwa;kugura;two;pl;present cont;passive;indicative;frequentative;to buy;muraguragurwa;imperfective;present;.mu.ra.gu.ra.gu.rwa.;mu.ra.gu.ra.gu.rwa
muragurururwa;kugura;two;pl;present cont;passive;indicative;iterative;to buy;muragurururwa;imperfective;present;.mu.ra.gu.ru.ru.rwa.;mu.ra.gu.ru.ru.rwa
muragururwa;kugura;two;pl;present cont;passive;indicative;reversive;to buy;muragururwa;imperfective;present;.mu.ra.gu.ru.rwa.;mu.ra.gu.ru.rwa
baragurwa;kugura;three;pl;present cont;passive;indicative;neutral;to buy;baragurwa;imperfective;present;.ba.ra.gu.rwa.;ba.ra.gu.rwa
baragurishwa;kugura;three;pl;present cont;passive;indicative;causative;to buy;baragurishwa;imperfective;present;.ba.ra.gu.ri.shwa.;ba.ra.gu.ri.shwa
baragurirwa;kugura;three;pl;present cont;passive;indicative;applicative;to buy;baragurirwa;imperfective;present;.ba.ra.gu.ri.rwa.;ba.ra.gu.ri.rwa
baraguranwa;kugura;three;pl;present cont;passive;indicative;comitative;to buy;baraguranwa;imperfective;present;.ba.ra.gu.ra.nwa.;ba.ra.gu.ra.nwa
baraguragurwa;kugura;three;pl;present cont;passive;indicative;frequentative;to buy;baraguragurwa;imperfective;present;.ba.ra.gu.ra.gu.rwa.;ba.ra.gu.ra.gu.rwa
baragurururwa;kugura;three;pl;present cont;passive;indicative;iterative;to buy;baragurururwa;imperfective;present;.ba.ra.gu.ru.ru.rwa.;ba.ra.gu.ru.ru.rwa
baragururwa;kugura;three;pl;present cont;passive;indicative;reversive;to buy;baragururwa;imperfective;present;.ba.ra.gu.ru.rwa.;ba.ra.gu.ru.rwa
ngura;kugura;one;sg;present;active;indicative;neutral;to buy;ngura;perfective;present;.ngu.ra.;ngu.ra
ngurisha;kugura;one;sg;present;active;indicative;causative;to buy;ngurisha;perfective;present;.ngu.ri.sha.;ngu.ri.sha
ngurira;kugura;one;sg;present;active;indicative;applicative;to buy;ngurira;perfective;present;.ngu.ri.ra.;ngu.ri.ra
ngurana;kugura;one;sg;present;active;indicative;comitative;to buy;ngurana;perfective;present;.ngu.ra.na.;ngu.ra.na
nguragura;kugura;one;sg;present;active;indicative;frequentative;to buy;nguragura;perfective;present;.ngu.ra.gu.ra.;ngu.ra.gu.ra
ngururura;kugura;one;sg;present;active;indicative;iterative;to buy;ngururura;perfective;present;.ngu.ru.ru.ra.;ngu.ru.ru.ra
ngurura;kugura;one;sg;present;active;indicative;reversive;to buy;ngurura;perfective;present;.ngu.ru.ra.;ngu.ru.ra
ugura;kugura;two;sg;present;active;indicative;neutral;to buy;ugura;perfective;present;.u.gu.ra.;u.gu.ra
ugurisha;kugura;two;sg;present;active;indicative;causative;to buy;ugurisha;perfective;present;.u.gu.ri.sha.;u.gu.ri.sha
ugurira;kugura;two;sg;present;active;indicative;applicative;to buy;ugurira;perfective;present;.u.gu.ri.ra.;u.gu.ri.ra
ugurana;kugura;two;sg;present;active;indicative;comitative;to buy;ugurana;perfective;present;.u.gu.ra.na.;u.gu.ra.na
uguragura;kugura;two;sg;present;active;indicative;frequentative;to buy;uguragura;perfective;present;.u.gu.ra.gu.ra.;u.gu.ra.gu.ra
ugururura;kugura;two;sg;present;active;indicative;iterative;to buy;ugururura;perfective;present;.u.gu.ru.ru.ra.;u.gu.ru.ru.ra
ugurura;kugura;two;sg;present;active;indicative;reversive;to buy;ugurura;perfective;present;.u.gu.ru.ra.;u.gu.ru.ra
agura;kugura;three;sg;present;active;indicative;neutral;to buy;agura;perfective;present;.a.gu.ra.;a.gu.ra
agurisha;kugura;three;sg;present;active;indicative;causative;to buy;agurisha;perfective;present;.a.gu.ri.sha.;a.gu.ri.sha
agurira;kugura;three;sg;present;active;indicative;applicative;to buy;agurira;perfective;present;.a.gu.ri.ra.;a.gu.ri.ra
agurana;kugura;three;sg;present;active;indicative;comitative;to buy;agurana;perfective;present;.a.gu.ra.na.;a.gu.ra.na
aguragura;kugura;three;sg;present;active;indicative;frequentative;to buy;aguragura;perfective;present;.a.gu.ra.gu.ra.;a.gu.ra.gu.ra
agururura;kugura;three;sg;present;active;indicative;iterative;to buy;agururura;perfective;present;.a.gu.ru.ru.ra.;a.gu.ru.ru.ra
agurura;kugura;three;sg;present;active;indicative;reversive;to buy;agurura;perfective;present;.a.gu.ru.ra.;a.gu.ru.ra
tugura;kugura;one;pl;present;active;indicative;neutral;to buy;tugura;perfective;present;.tu.gu.ra.;tu.gu.ra
tugurisha;kugura;one;pl;present;active;indicative;causative;to buy;tugurisha;perfective;present;.tu.gu.ri.sha.;tu.gu.ri.sha
tugurira;kugura;one;pl;present;active;indicative;applicative;to buy;tugurira;perfective;present;.tu.gu.ri.ra.;tu.gu.ri.ra
tugurana;kugura;one;pl;present;active;indicative;comitative;to buy;tugurana;perfective;present;.tu.gu.ra.na.;tu.gu.ra.na
tuguragura;kugura;one;pl;present;active;indicative;frequentative;to buy;tuguragura;perfective;present;.tu.gu.ra.gu.ra.;tu.gu.ra.gu.ra
tugururura;kugura;one;pl;present;active;indicative;iterative;to buy;tugururura;perfective;present;.tu.gu.ru.ru.ra.;tu.gu.ru.ru.ra
tugurura;kugura;one;pl;present;active;indicative;reversive;to buy;tugurura;perfective;present;.tu.gu.ru.ra.;tu.gu.ru.ra
mugura;kugura;two;pl;present;active;indicative;neutral;to buy;mugura;perfective;present;.mu.gu.ra.;mu.gu.ra
mugurisha;kugura;two;pl;present;active;indicative;causative;to buy;mugurisha;perfective;present;.mu.gu.ri.sha.;mu.gu.ri.sha
mugurira;kugura;two;pl;present;active;indicative;applicative;to buy;mugurira;perfective;present;.mu.gu.ri.ra.;mu.gu.ri.ra
mugurana;kugura;two;pl;present;active;indicative;comitative;to buy;mugurana;perfective;present;.mu.gu.ra.na.;mu.gu.ra.na
muguragura;kugura;two;pl;present;active;indicative;frequentative;to buy;muguragura;perfective;present;.mu.gu.ra.gu.ra.;mu.gu.ra.gu.ra
